conflict_id	id_ep	gwnoloc	year	mon	location	sidea	sidea2nd	sideb	sideb2nd	mission	PKOdum	osvAll	osvAllLagDum	osvreb1	osvreb1Lag	osvreb1LagDum	osvgov	osvgovLag	osvgovLagDum	troopLag	policeLag	militaryobserversLag	brv_AllLag	brv_bLag	brv_aLag	incomp	epduration	lntpop	PKOatsomept_con	unscres_prearrivalLag	unscresLag	active_year	ceasefire	pocmandate	robustmandate
86.0	861	490	1996	6.0	"Democratic Republic of Congo (Zaire)"	"Democratic Republic of Congo (Zaire)"		"AFDL"	"Rwanda"		0.0	66.0	1.0	61.0	100.0	1.0	5.0	149.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2	6.0	10.753895	1.0	0.0	0.0	1	0.0	0.0	0.0
86.0	861	490	1996	7.0	"Democratic Republic of Congo (Zaire)"	"Democratic Republic of Congo (Zaire)"		"AFDL"	"Rwanda"		0.0	1.0	1.0	0.0	61.0	1.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2	7.0	10.753895	1.0	0.0	0.0	1	0.0	0.0	0.0
86.0	861	490	1996	8.0	"Democratic Republic of Congo (Zaire)"	"Democratic Republic of Congo (Zaire)"		"AFDL"	"Rwanda"		0.0	2.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2	8.0	10.753895	1.0	0.0	0.0	1	0.0	0.0	0.0
86.0	861	490	1996	9.0	"Democratic Republic of Congo (Zaire)"	"Democratic Republic of Congo (Zaire)"		"AFDL"	"Rwanda"		0.0	891.0	1.0	185.0	0.0	0.0	706.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2	9.0	10.753895	1.0	0.0	0.0	1	0.0	0.0	0.0
86.0	861	490	1996	10.0	"Democratic Republic of Congo (Zaire)"	"Democratic Republic of Congo (Zaire)"		"AFDL"	"Rwanda"		0.0	14904.0	1.0	14653.0	185.0	1.0	251.0	706.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2	10.0	10.753895	1.0	0.0	0.0	1	0.0	0.0	0.0
86.0	861	490	1996	11.0	"Democratic Republic of Congo (Zaire)"	"Democratic Republic of Congo (Zaire)"		"AFDL"	"Rwanda"		0.0	8586.0	1.0	8529.0	14653.0	1.0	57.0	251.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2	11.0	10.753895	1.0	0.0	0.0	1	0.0	0.0	0.0
86.0	861	490	1996	12.0	"Democratic Republic of Congo (Zaire)"	"Democratic Republic of Congo (Zaire)"		"AFDL"	"Rwanda"		0.0	7971.0	1.0	7869.0	8529.0	1.0	102.0	57.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2	12.0	10.753895	1.0	0.0	0.0	1	0.0	0.0	0.0
86.0	861	490	1997	1.0	"Democratic Republic of Congo (Zaire)"	"Democratic Republic of Congo (Zaire)"		"AFDL"	"Rwanda"		0.0	570.0	1.0	534.0	7869.0	1.0	36.0	102.0	1.0	0.0	0.0	0.0	479.0	81.0	398.0	2	13.0	10.779789	1.0	0.0	0.0	1	0.0	0.0	0.0
86.0	861	490	1997	2.0	"Democratic Republic of Congo (Zaire)"	"Democratic Republic of Congo (Zaire)"		"AFDL"	"Rwanda"		0.0	1206.0	1.0	1079.0	534.0	1.0	127.0	36.0	1.0	0.0	0.0	0.0	2470.0	100.0	2370.0	2	14.0	10.779789	1.0	0.0	0.0	1	0.0	0.0	0.0
86.0	861	490	1997	3.0	"Democratic Republic of Congo (Zaire)"	"Democratic Republic of Congo (Zaire)"		"AFDL"	"Rwanda"		0.0	934.0	1.0	908.0	1079.0	1.0	26.0	127.0	1.0	0.0	0.0	0.0	1032.0	1032.0	0.0	2	15.0	10.779789	1.0	0.0	0.0	1	0.0	0.0	0.0
86.0	861	490	1997	4.0	"Democratic Republic of Congo (Zaire)"	"Democratic Republic of Congo (Zaire)"		"AFDL"	"Rwanda"		0.0	2012.0	1.0	1862.0	908.0	1.0	150.0	26.0	1.0	0.0	0.0	0.0	98.0	66.0	32.0	2	16.0	10.779789	1.0	0.0	0.0	1	1.0	0.0	0.0
86.0	861	490	1997	5.0	"Democratic Republic of Congo (Zaire)"	"Democratic Republic of Congo (Zaire)"		"AFDL"	"Rwanda"		0.0	987.0	1.0	627.0	1862.0	1.0	360.0	150.0	1.0	0.0	0.0	0.0	24.0	6.0	18.0	2	17.0	10.779789	1.0	0.0	0.0	1	1.0	0.0	0.0
